Track Name,Popularity,Danceability,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,intensity
I'm In You,52,0.33,0.0278,0.147,4.94e-06,0.137,0.143,98.478,-3.53704
Let Me Down Slowly,90,0.652,0.0318,0.74,0.0,0.124,0.483,150.073,-3.1826980000000007
Someday (feat. Meghan Trainor),62,0.671,0.0392,0.18,0.0,0.0748,0.934,94.98,-3.27712
Send in the Clowns,33,0.223,0.0351,0.967,0.000258,0.222,0.1,86.659,-0.8135890000000001
In Love By Now,27,0.645,0.0295,0.81,1.76e-06,0.124,0.278,130.836,-3.364383
Incredible,30,0.666,0.0293,0.00164,0.00042,0.106,0.528,115.051,-2.785489
Our Song - Luca Schreiner Remix,44,0.43,0.0853,0.1,0.0,0.119,0.308,84.838,-4.046295000000001
Geronimo,6,0.5,0.0307,0.689,0.0368,0.06,0.475,138.245,-5.995823
Head over Feet - 2015 Remaster,66,0.482,0.065,0.0562,0.0,0.202,0.438,79.599,-5.798208000000001
Just the Way You Are,83,0.635,0.0422,0.0134,0.0,0.0622,0.424,109.021,-4.523738999999999
Feel So Close - Radio Edit,85,0.707,0.031,0.000972,0.00703,0.204,0.919,127.937,-2.626008
It Ain't Necessarily So - 2015 Remaster,8,0.52,0.0316,0.21,0.0,0.0719,0.663,113.472,-2.687104
It's Four in the Morning,32,0.462,0.0315,0.749,7.56e-06,0.409,0.388,131.001,-3.157523
I Love Rock 'N Roll,81,0.535,0.0431,0.326,0.0,0.659,0.901,94.379,-3.5979
You're So Strong,30,0.633,0.0664,0.172,0.0,0.38,0.497,142.575,-7.247372
I'll Be There For You,0,0.429,0.0353,0.0693,0.0,0.108,0.24,72.985,-3.1180760000000003
Something's Got A Hold On Me,22,0.594,0.0399,0.064,5.18e-05,0.184,0.774,127.945,-2.652438
Listen to Your Heart (feat. EdmÃ©e) - Furious F. Radio Edit,10,0.564,0.0421,0.013,0.00661,0.344,0.418,144.985,-5.639471
Man Overboard,0,0.581,0.0652,0.31,0.00701,0.376,0.69,89.026,-5.557367999999999
Caught In The Crowd,45,0.611,0.0409,0.431,0.0,0.104,0.424,169.92,-3.2448680000000003
"Holding Out for a Hero - From ""Footloose"" Soundtrack",0,0.612,0.0398,0.0234,1e-05,0.0471,0.883,150.058,-10.796625
Going Up The Country,65,0.653,0.0453,0.806,0.0146,0.132,0.765,80.392,-4.4310599999999996
Girl On Fire (feat. Nicki Minaj) - Inferno Version,58,0.591,0.288,0.0869,0.00396,0.147,0.337,92.864,-4.801944
Always,60,0.377,0.0318,0.117,0.0,0.0677,0.307,143.713,-3.6775620000000004
Home,5,0.606,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,-4.98904
Unchained Melody,0,0.376,0.0288,0.535,0.0,0.598,0.247,98.97,-3.319121
Alive,38,0.506,0.0431,0.00676,5.65e-06,0.329,0.319,129.935,-3.210918
Tired of Toein' the Line,0,0.647,0.0284,0.0364,0.0,0.0776,0.694,121.975,-5.11131
When Tomorrow Comes - Remastered Version,55,0.421,0.0887,0.0727,0.0,0.459,0.509,139.36,-2.15698
Everybody Wants To Rule The World,0,0.637,0.0583,0.363,0.00451,0.107,0.552,112.053,-9.200795000000001
Iâll Make Love To You,0,0.463,0.0291,0.189,0.0,0.086,0.218,140.647,-3.173931
Oh L'Amour - 2011 Remaster,62,0.646,0.0286,0.102,0.00183,0.037,0.712,122.43,-6.61412
Walk,73,0.234,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,-4.438315
Dirty Talk,26,0.679,0.0333,0.0305,0.00125,0.105,0.88,130.018,-4.150696
Turn Me On (feat. Nicki Minaj),69,0.704,0.0591,0.0488,0.0,0.575,0.412,127.96,-1.7969380000000001
Never Gonna Not Dance Again,76,0.668,0.0917,0.0273,0.0,0.163,0.769,113.796,-3.2120100000000003
I Go To Rio,44,0.593,0.0385,0.503,3.91e-06,0.667,0.801,121.844,-4.3574399999999995
Thunder,89,0.605,0.0438,0.00671,0.134,0.147,0.288,167.997,-3.9727259999999998
Complicated,83,0.585,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,-4.576848
Right Type of Mood,42,0.698,0.0503,0.0233,0.000261,0.399,0.836,150.02,-6.975088
Jump Around,3,0.854,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,-4.4872
When We Were Kids,19,0.45,0.0691,0.000442,0.000114,0.362,0.395,135.904,-4.019378
"Baby, I'm Jealous (feat. Doja Cat)",64,0.737,0.0458,0.0398,0.0,0.32,0.506,98.05,-1.958553
Interstate Love Song,0,0.214,0.0507,0.000552,0.00352,0.238,0.483,170.616,-4.785190999999999
We Belong,30,0.798,0.0387,0.381,1.09e-06,0.477,0.828,111.98,-5.286505
Believer,14,0.779,0.108,0.0524,0.0,0.14,0.708,124.982,-3.388035
Walls,0,0.632,0.0592,0.000219,3.05e-05,0.162,0.312,79.021,-5.085229
Seventeen,63,0.577,0.0295,0.000895,2.29e-06,0.0625,0.676,95.98,-8.065356
Macarena - Bayside Boys Remix,60,0.737,0.0534,0.237,1.57e-06,0.0911,0.965,103.191,-5.657190000000001
Jean,26,0.323,0.0321,0.841,0.00413,0.117,0.394,92.637,-1.98882
Lean On (feat. MÃ & DJ Snake),64,0.723,0.0625,0.00346,0.00123,0.565,0.274,98.007,-2.492529
Word Up!,71,0.577,0.0361,2.42e-05,0.0715,0.347,0.818,116.045,-4.17266
Let Me Blow Ya Mind,78,0.908,0.107,0.242,0.0,0.0709,0.897,90.032,-2.363351
Flaws,0,0.555,0.0367,0.42,0.0,0.0751,0.417,144.202,-4.48868
Ghost,58,0.682,0.0424,0.0464,3.13e-06,0.0797,0.486,104.984,-3.157572
We'll Sing in the Sunshine,44,0.536,0.0266,0.762,0.0,0.22,0.532,106.73,-2.8171259999999996
Sex & Candy,74,0.67,0.0251,0.238,0.0,0.106,0.63,80.511,-5.110722000000001
Perfect,0,0.494,0.0405,0.0273,0.0,0.105,0.557,156.208,-3.2773440000000003
Two Tickets to Paradise (2022 Remaster),67,0.623,0.0282,0.0056,0.000425,0.148,0.737,129.713,-9.0134
The Box,85,0.896,0.0559,0.104,0.0,0.79,0.642,116.971,-3.918582
Cinnamon,0,0.604,0.0459,0.0611,6.13e-06,0.259,0.923,163.861,-7.051226
Tiny Dancer,0,0.423,0.0273,0.308,0.000161,0.117,0.255,144.954,-4.437696
Hello Friday (feat. Jason Derulo),49,0.768,0.113,0.0188,3.65e-06,0.298,0.502,99.98,-3.869352
Gangnam Style (ê°ë¨ì¤íì¼),77,0.727,0.286,0.00417,0.0,0.091,0.749,132.067,-2.690127
Higher (feat. iann dior),60,0.716,0.0363,0.336,1.4e-05,0.137,0.542,104.018,-3.81248
Dilemma,81,0.727,0.14,0.227,0.000164,0.198,0.607,168.189,-4.456848
City Low,3,0.538,0.0248,0.321,0.0,0.103,0.181,97.949,-3.955148
Sandstorm,74,0.528,0.0465,0.141,0.985,0.0797,0.587,136.065,-7.70456
(Remember The Days Of The) Old Schoolyard,0,0.652,0.0636,0.45,0.0,0.576,0.612,145.964,-5.2813799999999995
Dreaming My Dreams with You,0,0.254,0.0303,0.588,0.0535,0.0772,0.0809,84.126,-3.527398
Downtown,41,0.48,0.0428,0.803,0.0,0.147,0.614,118.301,-5.351166
Get Ready,66,0.59,0.0384,0.404,0.0,0.108,0.877,132.966,-4.323979
Famous,40,0.437,0.152,0.000913,0.0,0.116,0.734,201.97,-2.7389599999999996
I'm Too Sexy,63,0.683,0.0495,4.91e-05,0.0122,0.293,0.836,122.113,-9.482109
Bad Boys (Theme from COPS),72,0.781,0.0667,0.236,0.000398,0.077,0.533,87.858,-6.047471999999999
Hate That I Love You,59,0.641,0.082,0.323,0.0,0.104,0.716,93.992,-3.888692
My Life,76,0.741,0.0427,0.108,0.00139,0.0555,0.804,131.097,-8.332066000000001
Let Go,0,0.55,0.0286,0.368,0.0,0.166,0.551,120.252,-4.208096
Give It 2 Me,61,0.837,0.0414,0.0933,0.000405,0.143,0.972,127.019,-3.3504479999999996
Starry Eyed,0,0.501,0.0375,0.133,8.39e-06,0.324,0.603,149.86,-4.34014
Live Without It,0,0.438,0.0346,0.439,4.35e-06,0.0577,0.331,135.033,-3.5770280000000003
Hey Jealousy,68,0.471,0.0389,0.000179,6.49e-06,0.299,0.497,152.903,-6.700379000000001
Scarborough Fair / Canticle,47,0.356,0.0315,0.689,0.0,0.112,0.279,128.551,-3.905343
When Will I Be Famous?,40,0.632,0.0289,0.0489,1.76e-05,0.165,0.618,123.476,-7.23206
Department of Youth,38,0.533,0.0381,0.2,0.0015,0.493,0.638,121.669,-6.837582
Overkill - Acoustic Version,57,0.725,0.0382,0.843,2.63e-06,0.112,0.2,133.849,-2.838381
This Is a Call,65,0.261,0.0638,0.00141,2.87e-05,0.183,0.326,162.902,-6.4144559999999995
It's My Life,0,0.546,0.0507,0.0295,1.67e-05,0.366,0.527,120.01,-2.816275
Kill Em With Kindness,68,0.757,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,-4.851392000000001
Sign of the Times,3,0.518,0.0302,0.0259,0.0,0.109,0.209,120.019,-2.6541999999999994
We're Going Home,0,0.589,0.0301,0.289,3.59e-06,0.139,0.453,95.902,-3.7447839999999992
Sweet Dreams,69,0.693,0.102,0.0995,1.73e-05,0.061,0.765,121.969,-4.940219999999999
Sorry,84,0.654,0.045,0.0797,0.0,0.299,0.41,99.945,-2.78844
You Need To Calm Down,85,0.771,0.0553,0.00929,0.0,0.0637,0.714,85.026,-3.769007
C U When U Get There (feat. 40 thevz),0,0.76,0.161,0.0102,0.000476,0.308,0.455,91.179,-4.274595
She's Not There,21,0.482,0.0447,0.291,0.0,0.26,0.71,132.163,-5.314679999999999
Church Of The Poison Mind - Remastered 2002,52,0.597,0.0355,0.0899,0.0,0.65,0.96,130.674,-3.8298920000000005
If Not for You,25,0.611,0.0308,0.569,0.000304,0.177,0.903,118.983,-4.973400000000001
Hoops,0,0.731,0.0339,0.229,4.06e-05,0.505,0.802,96.038,-3.2723579999999997
Ghostbusters,62,0.778,0.0345,0.0123,0.0262,0.297,0.729,115.4,-6.972862
I Love You Always Forever,55,0.747,0.0449,0.336,0.0,0.302,0.558,106.045,-4.192074000000001
Lightning Crashes,72,0.385,0.0435,0.241,7.07e-06,0.11,0.427,89.974,-4.007848
Make Me Lose Control,58,0.724,0.0242,0.0728,0.0,0.205,0.746,109.029,-5.6168059999999995
Can't Let You Go (feat. Mike Shorey & Lil' Mo),67,0.646,0.458,0.231,0.0,0.0794,0.811,192.082,-3.9414
Watch Me (Whip / Nae Nae),0,0.819,0.134,0.234,0.0,0.334,0.964,139.982,-6.5448960000000005
Justified & Ancient,53,0.628,0.0626,0.00276,0.0132,0.427,0.515,111.134,-4.754517
Never Again,58,0.592,0.0541,0.000428,2.09e-05,0.0681,0.919,135.674,-3.311457
When I Die,36,0.702,0.0608,0.365,8.34e-06,0.124,0.817,147.914,-4.32135
When A Man Loves A Woman - Live,0,0.128,0.0523,0.0027,0.528,0.977,0.377,172.594,-6.677776000000001
Fake,0,0.709,0.0753,0.133,0.0,0.131,0.476,82.972,-3.55542
Business,0,0.905,0.211,0.0349,1.29e-05,0.124,0.486,96.441,-3.6757800000000005
Closer,0,0.538,0.0235,0.204,5.26e-05,0.13,0.269,108.108,-4.541096
Eyes Without A Face,0,0.372,0.0507,0.0225,0.00168,0.273,0.636,84.641,-5.007604000000001
Sucker,7,0.842,0.0588,0.0427,0.0,0.106,0.952,137.958,-3.7177100000000003
I Know What You Want (feat. Flipmode Squad),75,0.648,0.306,0.0142,0.0,0.648,0.518,85.996,-3.2750850000000002
Rumors - Main,0,0.883,0.0533,0.0171,0.0143,0.333,0.888,115.006,-4.426464
Throw Your Hands Up (Dancar Kuduro) (Original Radio Edit),23,0.595,0.303,0.161,0.0,0.402,0.761,129.953,-4.577052
Rude Boy,81,0.563,0.127,0.113,0.0,0.0788,0.812,173.906,-3.3720000000000003
"Independent Women, Pt. 1",70,0.73,0.206,0.362,3.69e-06,0.169,0.927,97.954,-2.276764
All Your Exes,23,0.528,0.033,0.0237,0.0,0.118,0.267,112.067,-3.135456
Daylight,0,0.655,0.0268,0.00459,0.0,0.177,0.389,119.987,-3.6729000000000003
Fly Me To The Moon,66,0.67,0.0564,0.525,0.0,0.0575,0.45,119.344,-3.70767
Always on My Mind,54,0.929,0.0547,0.804,0.0,0.0864,0.618,119.963,-3.273977
Hurt Somebody (With Julia Michaels),59,0.633,0.313,0.336,0.0,0.262,0.473,114.987,-2.8704650000000003
The Shoop Shoop Song (It's In His Kiss),72,0.678,0.0306,0.467,0.0,0.397,0.919,117.04,-6.41049
In My Head,70,0.762,0.033,0.0266,0.0,0.348,0.851,110.009,-3.1042
She Makes My Day,45,0.538,0.0344,0.725,0.0,0.191,0.732,79.963,-5.8908320000000005
Secret Love Song (feat. Jason Derulo),0,0.539,0.0479,0.256,0.0,0.29,0.136,92.962,-2.560426
California Girls,53,0.582,0.0521,0.432,0.0,0.0707,0.433,115.13,-4.435639999999999
Ladies Night - Single Version,0,0.675,0.167,0.221,2.51e-05,0.0495,0.898,111.79,-5.695692
Fix You,87,0.209,0.0338,0.164,0.00196,0.113,0.124,138.178,-3.64458
Horses,31,0.676,0.034,0.00148,0.000734,0.239,0.448,115.988,-3.8994060000000004
One Summer,54,0.665,0.0503,0.0655,4.87e-05,0.218,0.932,83.399,-5.957462999999999
How Long Will I Love You - Bonus Track,59,0.512,0.0318,0.295,0.000622,0.118,0.172,126.078,-2.79376
Don't You Worry,29,0.818,0.0309,0.0611,0.0,0.0994,0.84,103.635,-2.810593
Up Around The Bend,69,0.589,0.0343,0.0606,0.779,0.274,0.813,130.318,-5.22155
Ass Back Home (feat. Neon Hitch),48,0.716,0.0513,0.134,0.0,0.148,0.646,130.034,-3.5941819999999995
Shot Me Down (feat. Skylar Grey) - Radio Edit,59,0.347,0.0549,0.0597,0.0333,0.115,0.035,192.118,-3.365148
She Cried,21,0.418,0.0271,0.747,0.00115,0.124,0.552,99.952,-3.9471680000000005
"Can't Get Enough Of Your Love, Babe",0,0.731,0.0684,0.132,0.0611,0.0793,0.772,111.842,-5.876451
Women in Uniform - 1994 Remaster,39,0.334,0.0506,0.067,0.00163,0.0362,0.763,178.821,-6.07288
We Are Done,0,0.78,0.0321,0.139,0.000184,0.106,0.834,121.155,-5.892276
Jackie - Radio Edit,48,0.852,0.0973,0.0205,0.00127,0.357,0.933,137.112,-4.034646
Got to Get It,0,0.668,0.0397,0.000705,0.0448,0.235,0.541,132.865,-9.021825000000002
Circle,0,0.676,0.0442,0.107,0.0,0.122,0.464,127.997,-4.261956
"Don't Cry For Me Argentina - From ""Evita""",37,0.235,0.0339,0.828,5.07e-05,0.113,0.153,70.075,-1.8667319999999998
It's Like That,0,0.852,0.0385,0.00615,0.314,0.111,0.72,129.002,-5.968914
Ahead of Myself,22,0.668,0.0278,0.122,0.0,0.221,0.429,94.014,-3.68082
Is This How You Feel?,55,0.536,0.129,0.00014,0.128,0.069,0.638,184.894,-6.210672
Crazy for You,49,0.667,0.0294,0.121,0.0,0.128,0.538,95.009,-4.6814
When You Were Sweet Sixteen,43,0.438,0.0285,0.458,6.11e-05,0.707,0.462,104.167,-4.620819
Jackson,0,0.601,0.0656,0.308,0.0,0.0947,0.936,141.395,-4.984798
You've Got Your Troubles - Remastered,43,0.628,0.0319,0.28,0.0,0.415,0.587,131.469,-7.016576
2 Be Loved (Am I Ready),80,0.721,0.105,0.0922,0.0,0.0817,0.915,155.932,-3.161359
Underneath Your Clothes,69,0.616,0.0415,0.691,0.0,0.104,0.362,165.508,-3.180816
Sweet Jane,0,0.409,0.0432,0.585,1.1e-05,0.0927,0.192,119.918,-4.844642
Emotions,66,0.74,0.0359,0.0409,0.00125,0.0233,0.939,114.851,-5.270016
Don't Be Cruel,50,0.538,0.0357,0.0747,1.64e-06,0.0713,0.89,168.065,-5.997796
My Love,0,0.818,0.0515,0.00014,0.575,0.0612,0.729,119.99,-4.5481799999999994
You Spin Me Round (Like a Record),0,0.554,0.0334,0.006,0.0242,0.405,0.96,128.103,-8.957626
Higher,0,0.45,0.0828,0.0837,0.0,0.141,0.452,85.409,-2.003068
Baby I'm A Queen,23,0.642,0.0305,0.0015,0.762,0.363,0.198,119.965,-3.5723219999999998
Just Dance,0,0.818,0.0334,0.0335,4.95e-05,0.19,0.679,119.002,-3.274968
The Way You Make Me Feel - 2012 Remaster,69,0.877,0.147,0.0544,5.5e-05,0.144,0.54,114.472,-3.8626419999999997
If I Could,0,0.687,0.0243,0.363,4.03e-05,0.101,0.315,97.143,-2.639194
You'll Never Find Another Love Like Mine,67,0.691,0.0317,0.148,4.81e-05,0.108,0.934,110.623,-6.072126
Love Potion No. 9,0,0.71,0.0515,0.811,0.0,0.109,0.911,128.758,-4.484888
No One Else Comes Close,62,0.608,0.028,0.534,7.17e-06,0.183,0.328,110.092,-5.070519
The One That You Love,63,0.396,0.0268,0.728,9.51e-06,0.102,0.184,109.973,-3.8664879999999995
Have You Ever Seen The Rain?,0,0.741,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,-4.898515999999999
Come Out and Play,78,0.519,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29,-6.7667600000000006
X-Files Theme (Skitz Radio Mix),19,0.438,0.0345,0.000668,0.86,0.32,0.459,156.863,-10.306832
Over Now (with The Weeknd),41,0.6,0.0427,0.0791,0.00222,0.3,0.668,177.995,-3.65434
Cream,0,0.861,0.0719,0.0974,0.358,0.0467,0.853,115.588,-5.097759999999999
If I Let You Go - Radio Edit,0,0.579,0.0287,0.00575,0.0,0.0775,0.64,181.995,-2.9657349999999996
I Gotta Feeling,4,0.743,0.0265,0.0873,0.0,0.509,0.61,127.96,-4.88325
More Than A Woman,73,0.632,0.0383,0.163,0.00013,0.847,0.701,105.955,-4.3944220000000005
Babooshka,63,0.466,0.0325,0.741,1.64e-05,0.0707,0.289,107.173,-3.9035879999999996
Dancing With The Devil,54,0.413,0.0427,0.273,0.0,0.11,0.149,75.245,-3.71904
Tomorrow,67,0.292,0.0316,0.000658,0.000109,0.102,0.462,151.412,-3.5121659999999997
Kissing a Fool - Remastered,59,0.28,0.031,0.114,1.33e-06,0.0831,0.143,77.949,-3.7804800000000003
Girlfriend,78,0.56,0.102,0.000722,0.000221,0.209,0.669,163.983,-2.3332469999999996
You Belong To Me,43,0.322,0.0273,0.893,2.92e-06,0.0918,0.378,97.63,-3.03444
How Can We Be Lovers,57,0.399,0.0387,0.118,0.0,0.179,0.688,207.424,-7.4630279999999996
I Love This Life,38,0.499,0.0316,0.000384,0.0,0.203,0.35,140.007,-4.590377999999999
Lay All Your Love On Me,0,0.581,0.0348,0.00183,0.00156,0.0803,0.568,131.991,-4.78093
Most Girls,55,0.742,0.0311,0.0424,0.00446,0.101,0.694,97.922,-4.4256720000000005
Green Light,0,0.616,0.0982,0.0162,1.23e-05,0.0817,0.24,128.924,-5.5634879999999995
A Little Bit (Double Mâs Radio Edit),36,0.87,0.0537,0.136,0.0164,0.079,0.847,131.994,-7.369339999999999
Fred Astaire,46,0.408,0.0771,0.0301,0.0,0.0684,0.644,209.591,-4.105348
Counting The Beat,53,0.417,0.0656,0.211,0.0296,0.423,0.922,193.668,-5.401005
Say Something (feat. Chris Stapleton),74,0.707,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,-4.443592
Fast Car,83,0.711,0.037,0.313,0.0,0.131,0.194,103.951,-4.532716
Rock That Body,60,0.715,0.0993,0.0172,8.39e-05,0.426,0.841,124.992,-5.464675000000001
Losing Friends over Love,17,0.623,0.0334,0.0147,3.03e-06,0.111,0.896,95.919,-4.72472
Jet Lag (feat. Natasha Bedingfield),66,0.535,0.0638,0.00361,0.0,0.163,0.687,144.984,-3.321786
Mirrors,0,0.574,0.0503,0.234,0.0,0.0946,0.512,76.899,-3.411968
Foundations - Edit,8,0.67,0.0778,0.152,0.0,0.0811,0.801,84.489,-3.7106999999999997
Do It Like That,10,0.401,0.394,0.0637,0.0,0.167,0.526,198.954,-2.23776
Golden Brown,73,0.562,0.0304,0.143,0.124,0.138,0.599,93.764,-5.926542
Runnin' (Dying To Live),0,0.531,0.414,0.0459,0.000172,0.331,0.631,165.964,-2.20524
Where Did All the Love Go?,58,0.656,0.0304,0.00877,0.0126,0.328,0.71,134.007,-4.273289999999999
We R Who We R,0,0.734,0.0411,0.00705,0.0028,0.124,0.671,119.995,-3.924186
For the First Time,64,0.396,0.0287,0.0328,0.0,0.183,0.358,173.794,-3.0066200000000003
Flaunt it,0,0.898,0.0752,0.00217,0.0292,0.0991,0.839,127.329,-7.577622
Paparazzi,76,0.762,0.0438,0.113,0.0,0.094,0.397,114.906,-2.749316
lie to me,64,0.642,0.0372,0.0151,0.0,0.352,0.0479,138.065,-3.075632
"Let It Go - From ""Frozen""/Soundtrack Version",79,0.543,0.0305,0.558,0.0,0.12,0.371,136.961,-3.32225
Eagle Rock - 2011 Remaster,61,0.618,0.0402,0.125,5.35e-05,0.0808,0.674,125.536,-4.004160000000001
Unorthodox - Radio Edit,1,0.724,0.0367,0.00953,9.03e-06,0.167,0.556,112.011,-3.74274
Rain,63,0.689,0.107,0.241,0.0,0.356,0.611,93.02,-4.45946
Can't Take My Eyes Off of You - (I Love You Baby),73,0.747,0.0796,0.0118,0.0,0.138,0.63,88.926,-5.229800000000001
Rich Girl,45,0.74,0.0702,0.0327,0.0,0.402,0.916,90.094,-2.995461
Beautiful Day,78,0.536,0.0589,0.0154,0.00134,0.2,0.389,136.258,-6.024576000000001
Hold My Girl,76,0.614,0.0302,0.597,0.0,0.11,0.354,121.941,-3.359098
Hey Sexy Lady,72,0.957,0.067,0.0052,0.00185,0.249,0.64,101.783,-3.6663720000000004
Too Young to Be Married - 1999 Remaster,29,0.482,0.0306,0.456,1.17e-05,0.0749,0.361,93.701,-3.661092
Don't You Want Me - Edit,43,0.562,0.0318,0.0096,0.662,0.0919,0.316,127.964,-9.963246
Whatever You Like,77,0.68,0.0709,0.0161,0.0,0.261,0.467,150.053,-4.233294
HEAT,57,0.651,0.0292,0.311,0.0,0.0812,0.581,122.03,-3.9809900000000003
Breakin' In A Brand New Broken Heart,0,0.256,0.0297,0.754,0.0,0.135,0.261,83.139,-1.606528
Jacksonâs Last Stand - Radio Edit,28,0.602,0.0406,0.0174,0.231,0.344,0.457,120.016,-6.9009920000000005
Do It Now - Radio Edit,38,0.872,0.0502,0.00322,0.0101,0.0522,0.843,128.01,-3.883845
Right in the Night (feat. Plavka) - Fall in Love with Music,0,0.74,0.0353,0.0247,0.242,0.124,0.715,137.015,-11.050225999999999
All I Have (feat. LL Cool J),58,0.699,0.106,0.265,0.0,0.141,0.472,83.074,-3.54374
Power of a Woman,36,0.75,0.038,0.0275,1.71e-06,0.0558,0.911,106.39,-7.3848270000000005
Jump,71,0.749,0.164,0.000501,0.00403,0.333,0.481,101.972,-7.915625
Faded,1,0.589,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,-3.318147
Poison & Wine,48,0.284,0.0285,0.788,7.03e-05,0.103,0.192,153.948,-2.1823020000000004
The Old Man Down The Road,0,0.768,0.0289,0.0271,0.000633,0.0608,0.737,133.838,-4.705144
Whole Again,50,0.742,0.0351,0.0621,0.00218,0.111,0.652,94.011,-3.2096349999999996
Fortune Teller - Mono,17,0.476,0.103,0.19,1.34e-06,0.0722,0.516,172.567,-7.048080000000001
You Don't Scare Me,0,0.524,0.0299,0.0565,0.0,0.23,0.689,90.97,-4.870089999999999
Hopelessly Devoted To You - From âGreaseâ Soundtrack,0,0.375,0.0278,0.205,0.00144,0.135,0.38,110.368,-3.68927
Too Fake,17,0.668,0.056,0.026,7.3e-05,0.11,0.506,138.45,-5.062056
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",74,0.581,0.0397,0.559,0.0,0.0718,0.234,152.037,-1.1262185999999998
I Will Always Love You,81,0.332,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,-2.678852
Kiss You,0,0.63,0.0589,0.0186,0.0,0.324,0.905,89.992,-2.3901060000000003
Pump It,80,0.648,0.181,0.00937,0.0,0.752,0.744,153.649,-2.93265
The Distance,64,0.456,0.09,0.0095,0.00145,0.0573,0.897,183.569,-6.106992
Jar of Hearts,75,0.349,0.0316,0.726,0.0,0.12,0.0886,74.541,-2.137416
What You've Done to Me,46,0.646,0.0326,0.00389,1.17e-06,0.11,0.375,127.541,-2.9727390000000002
Hazard,51,0.674,0.0262,0.176,0.0045,0.0672,0.63,124.846,-6.257706000000001
(If You're Not In It For Love) I'm Outta Here!,0,0.772,0.0358,0.141,0.0,0.0814,0.868,120.056,-6.294231000000001
Gold Digger,56,0.686,0.338,0.0144,0.0,0.0653,0.625,92.472,-4.078368
Same Love (feat. Mary Lambert),0,0.56,0.173,0.718,2.18e-05,0.0994,0.308,84.899,-4.29875
Break Me Shake Me,0,0.753,0.0277,0.018,0.000474,0.137,0.643,110.16,-4.567732
On the Rebound,21,0.573,0.034,0.29,0.00385,0.122,0.962,151.025,-8.126523
Reuben James,0,0.712,0.0504,0.417,0.0,0.0662,0.886,92.772,-6.0798700000000006
Lost In Love,47,0.587,0.0308,0.458,4.56e-05,0.116,0.498,114.393,-6.366362
Fly Away,78,0.587,0.0484,0.018,0.0,0.622,0.735,159.925,-4.417552
Blowin' in the Wind,58,0.381,0.032,0.834,0.0,0.112,0.557,155.036,-1.506896
I Ran (So Far Away),43,0.498,0.0318,0.00689,0.341,0.156,0.647,146.227,-7.373551
Single Ladies (Put a Ring on It),72,0.426,0.296,0.0383,0.0,0.192,0.272,193.438,-3.091112
Four And Twenty Hours,12,0.582,0.0337,0.729,0.0,0.148,0.865,132.338,-5.380199999999999
New Divide,55,0.493,0.0362,0.000235,0.0,0.0983,0.38,117.971,-2.7189200000000002
You're My World (Il Mio Mondo) - Mono,10,0.388,0.0292,0.748,0.00846,0.0549,0.449,96.995,-3.7377599999999997
Little Talks,83,0.457,0.032,0.0206,0.0,0.146,0.417,102.961,-3.918989
Boys Like You,55,0.712,0.117,0.00437,0.0,0.134,0.515,145.964,-5.894095999999999
You're The One That I Want - From âGreaseâ,0,0.739,0.0785,0.193,7.28e-05,0.137,0.862,106.6,-4.613618
Starstruck (with Kylie Minogue),40,0.613,0.0817,0.0364,0.0,0.318,0.66,113.971,-1.8111629999999999
"Hey Baby (Uhh, ahh)",50,0.662,0.044,0.122,0.0,0.35,0.834,135.1,-4.115002
Picture Of You,64,0.768,0.0416,0.109,1.14e-06,0.366,0.862,116.649,-5.574654
I Like It,0,0.657,0.072,0.00845,0.0,0.133,0.746,128.973,-3.435092
Home - feat. Michael BublÃ©,0,0.576,0.0267,0.583,2.73e-05,0.0912,0.206,127.856,-3.452085
Two of Us,52,0.614,0.0321,0.226,0.0,0.124,0.329,127.107,-3.2736549999999998
Radio Ga Ga - Remastered 2011,77,0.744,0.0359,0.183,0.000228,0.189,0.66,112.344,-3.874938
Be Kind (with Halsey),77,0.63,0.0457,0.00776,0.0,0.0541,0.452,93.995,-4.4867040000000005
Some Girls,50,0.728,0.0693,0.62,4.91e-05,0.0467,0.928,91.3,-3.9364159999999995
Time After Time,0,0.726,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,-4.133494
Zombie,0,0.309,0.035,0.0158,0.00595,0.367,0.313,166.915,-5.837106
Looking Through the Eyes of a Beautiful Girl,0,0.675,0.0315,0.436,3.25e-06,0.347,0.967,121.116,-6.50992
Hangin' Tough,54,0.763,0.0449,0.119,0.000695,0.28,0.744,90.775,-6.612960000000001
Turn A Blind Eye,0,0.582,0.0327,0.000886,0.00107,0.989,0.583,125.451,-4.740086000000001
Yummy,69,0.687,0.0897,0.366,0.0,0.116,0.494,145.921,-3.398568
