Track Name,Popularity,Danceability,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,intensity,Cluster,PCA1,PCA2,Cluster Label
Not Many - Remix,0,0.79,0.231,0.161,0.0,0.245,0.681,140.044,-3.315412,2,-0.35966006393444605,-0.19691196101041636,"Upbeat, Less Popular, Positive"
Modern Love - 1999 Remaster,0,0.315,0.041,0.000376,0.00241,0.133,0.961,181.329,-7.282688,2,-0.3609142292257703,-0.3748003806325954,"Upbeat, Less Popular, Positive"
Happy,3,0.652,0.153,0.286,0.0,0.0886,0.962,159.911,-5.161983,2,-0.3368326365860323,-0.2618385914508367,"Upbeat, Less Popular, Positive"
The Things I Love In You - 2011 Remastered,33,0.435,0.0419,0.000351,0.00128,0.274,0.402,132.23,-3.307677,0,-0.04481961079915886,0.029352067832901396,"Mid-tempo, Less Popular, Melancholic"
Dogs Are Talking,38,0.511,0.0337,0.0119,1.47e-05,0.338,0.906,166.773,-8.264718,2,0.02755557485457566,-0.3511589918859292,"Upbeat, Less Popular, Positive"
D.W. Washburn - 1968 Stereo Mix,13,0.69,0.0348,0.576,2.29e-06,0.0723,0.741,113.329,-3.722976,3,-0.27279834238739636,0.10815497445772343,"Acoustic, Neutral, Relaxed"
Money For Nothing,0,0.666,0.0371,0.043,0.0005,0.074,0.679,134.219,-6.206435,2,-0.35476828117870157,-0.2437171422660786,"Upbeat, Less Popular, Positive"
Grenade - Acoustic,0,0.643,0.0305,0.818,0.0,0.0888,0.364,97.911,-2.48417,3,-0.4473055923176695,0.5320698118420901,"Acoustic, Neutral, Relaxed"
Freeze-Frame,58,0.573,0.0356,0.151,0.0116,0.405,0.934,186.328,-8.848268000000001,1,0.2189519908387202,-0.27923886627619116,"Popular, Moderate Dance, Positive Vibes"
Cassandra,0,0.502,0.0281,0.0347,7.44e-05,0.0975,0.334,117.23,-3.697956,0,-0.37784774706736257,0.04540360840509472,"Mid-tempo, Less Popular, Melancholic"
Do You Wanna Be - Single Version,0,0.655,0.0654,0.0327,0.723,0.161,0.619,120.009,-5.303012,2,-0.37202747394020363,-0.21837785208872856,"Upbeat, Less Popular, Positive"
What's Up?,0,0.566,0.0285,0.156,0.0,0.118,0.491,134.537,-5.628749999999999,0,-0.3807086690214257,-0.010179755255005918,"Mid-tempo, Less Popular, Melancholic"
No One,76,0.644,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,-2.9728350000000003,1,0.3938048531517899,0.20097477799985763,"Popular, Moderate Dance, Positive Vibes"
as long as you care,57,0.55,0.0377,0.00692,0.0,0.11,0.308,78.68,-4.038303,1,0.20373746159517336,0.09968107539134449,"Popular, Moderate Dance, Positive Vibes"
Big Girl (You Are Beautiful),61,0.797,0.0773,0.0384,0.0,0.232,0.808,116.005,-4.743,1,0.2738524734959137,-0.2925216174279645,"Popular, Moderate Dance, Positive Vibes"
Ben - Single Version,63,0.464,0.0283,0.81,1.16e-05,0.0994,0.303,68.152,-1.7074200000000002,3,0.17828062565170844,0.7018103790540416,"Acoustic, Neutral, Relaxed"
Dance The Way I Feel,50,0.708,0.0418,0.00955,9.45e-06,0.0868,0.432,118.024,-5.279039999999999,1,0.14707426264331225,-0.05015923282290535,"Popular, Moderate Dance, Positive Vibes"
Birthday,60,0.609,0.0891,0.0502,0.0,0.171,0.756,151.995,-2.6062,1,0.2508885181338557,-0.1899161860912793,"Popular, Moderate Dance, Positive Vibes"
Yours,0,0.568,0.0313,0.12,0.0,0.084,0.573,133.975,-4.225168,0,-0.3726614116397196,-0.0798070234674863,"Mid-tempo, Less Popular, Melancholic"
5.7.0.5,20,0.677,0.0469,0.0177,3.89e-06,0.0886,0.895,124.312,-6.13305,2,-0.14030769252408754,-0.38206101683097377,"Upbeat, Less Popular, Positive"
Does Your Chewing Gum Lose It's Flavour (On The Bedpost Overnight)?,17,0.691,0.286,0.765,5.4e-06,0.577,0.885,113.789,-8.961472,3,-0.2526394520071375,0.08967047433095127,"Acoustic, Neutral, Relaxed"
One More Night - 2016 Remaster,72,0.534,0.0308,0.788,0.000351,0.0986,0.343,136.369,-4.173364,3,0.27667755219839385,0.6200839292629174,"Acoustic, Neutral, Relaxed"
Children,40,0.613,0.0361,0.00125,0.827,0.0633,0.207,137.065,-8.513508,0,0.01563758555522382,0.06655788553199726,"Mid-tempo, Less Popular, Melancholic"
Sweet Surrender,0,0.657,0.0447,0.167,4.83e-05,0.0787,0.525,96.043,-6.91753,0,-0.37405329389117453,-0.05185584760306161,"Mid-tempo, Less Popular, Melancholic"
Tokyo (Vampires & Wolves),56,0.457,0.075,0.000913,0.0,0.37,0.572,146.394,-5.02872,1,0.19448995718411988,-0.0801312049219714,"Popular, Moderate Dance, Positive Vibes"
Lanterns,57,0.404,0.0399,0.246,0.049,0.137,0.312,168.428,-5.162676,1,0.16902640081053089,0.27527550828464986,"Popular, Moderate Dance, Positive Vibes"
Wooden Heart,48,0.647,0.0645,0.8,0.0,0.0719,0.905,164.249,-2.861712,3,0.06327512008997138,0.19887867816334265,"Acoustic, Neutral, Relaxed"
You Don't Own Me (feat. G-Eazy),71,0.332,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,-3.589655,1,0.3165781098116953,0.2925404876307182,"Popular, Moderate Dance, Positive Vibes"
At Seventeen - Remastered,0,0.612,0.0457,0.887,0.000129,0.115,0.351,125.139,-4.638375000000001,3,-0.4573921948358658,0.5759979203267437,"Acoustic, Neutral, Relaxed"
"Footloose - From ""Footloose"" Soundtrack",76,0.583,0.0733,0.0984,0.00019,0.0593,0.646,173.982,-5.54946,1,0.4033972549701943,-0.07909040201118228,"Popular, Moderate Dance, Positive Vibes"
Jeremy,44,0.234,0.0438,0.0208,0.0,0.104,0.262,105.53,-4.021416,0,0.0504548560531361,0.2108785173611837,"Mid-tempo, Less Popular, Melancholic"
We Can Get Together,0,0.677,0.137,0.000381,0.000547,0.111,0.612,145.045,-6.636413,2,-0.3519788997288463,-0.24303612490446175,"Upbeat, Less Popular, Positive"
Need You Tonight,77,0.795,0.0841,0.0419,0.575,0.0894,0.785,108.701,-4.54671,1,0.42620552309363247,-0.26361731402335203,"Popular, Moderate Dance, Positive Vibes"
High Hopes - Live,0,0.454,0.0257,0.518,0.0104,0.944,0.157,75.113,-5.24909,0,-0.4540065397423964,0.48881655906551646,"Mid-tempo, Less Popular, Melancholic"
Love At First Night,13,0.86,0.0685,0.174,0.00348,0.126,0.947,111.232,-5.654737,2,-0.21454940513151355,-0.3668486091612539,"Upbeat, Less Popular, Positive"
What's Your Name,37,0.55,0.0257,0.845,0.0,0.0791,0.795,99.789,-3.02594,3,-0.06318332917420977,0.33223709529022016,"Acoustic, Neutral, Relaxed"
Daytona Demon - 2017 Remaster,0,0.616,0.0557,0.082,0.35,0.261,0.69,124.935,-6.059327999999999,2,-0.37138302876688795,-0.21920936526319051,"Upbeat, Less Popular, Positive"
Ashes to Ashes,51,0.57,0.0281,9.87e-05,0.000355,0.144,0.358,98.551,-5.287796,1,0.1458169202186047,0.037083273481945234,"Popular, Moderate Dance, Positive Vibes"
Sacrifice,0,0.749,0.0288,0.0149,0.00344,0.0401,0.465,112.751,-5.396903999999999,0,-0.3551442445326932,-0.13528733522965758,"Mid-tempo, Less Popular, Melancholic"
Gudbuy T'Jane,34,0.565,0.0569,0.00179,0.000497,0.0511,0.944,134.589,-5.0388280000000005,2,-0.0005361709751696142,-0.37166100242068184,"Upbeat, Less Popular, Positive"
Funky Town,44,0.667,0.0336,0.123,0.000431,0.227,0.873,128.032,-5.636977999999999,1,0.08755245199968986,-0.26487674996033866,"Popular, Moderate Dance, Positive Vibes"
Girl,63,0.567,0.105,0.31,0.0,0.04,0.556,89.036,-4.496193,1,0.24718257837357915,0.13795723414597655,"Popular, Moderate Dance, Positive Vibes"
Fire,70,0.525,0.0311,0.0874,0.149,0.117,0.179,117.029,-4.187106,1,0.3170354232753232,0.24979226853049113,"Popular, Moderate Dance, Positive Vibes"
Dance To This (feat. Ariana Grande),69,0.736,0.047,0.00632,0.00577,0.106,0.712,117.016,-5.366844,1,0.3524482606386007,-0.22455951940493163,"Popular, Moderate Dance, Positive Vibes"
Brandy (You're a Fine Girl),80,0.716,0.0601,0.396,1.97e-05,0.134,0.826,125.276,-7.105625,1,0.42727381124269626,-0.028897039943900638,"Popular, Moderate Dance, Positive Vibes"
Heartbreak Hotel,59,0.696,0.067,0.84,1.62e-06,0.107,0.717,93.543,-2.50362,3,0.16547732459539521,0.36471660295511704,"Acoustic, Neutral, Relaxed"
Better When I'm Dancin',78,0.756,0.0324,0.53,0.000711,0.157,0.873,127.987,-5.524578,1,0.39703935835027704,0.02842967814289188,"Popular, Moderate Dance, Positive Vibes"
House of Love,0,0.618,0.108,0.0199,0.0,0.176,0.254,117.535,-3.861176,0,-0.3732998195988605,0.047318343729422896,"Mid-tempo, Less Popular, Melancholic"
The Final Countdown,81,0.529,0.0616,0.0628,0.000827,0.0608,0.188,117.662,-5.823444,1,0.43570054932446056,0.230502124065823,"Popular, Moderate Dance, Positive Vibes"
No Say In It,37,0.714,0.0482,0.0137,2.83e-05,0.0787,0.922,131.881,-8.45658,2,0.035310598756055134,-0.4103339525441498,"Upbeat, Less Popular, Positive"
"Let's Hear It for the Boy - From ""Footloose"" Soundtrack",64,0.783,0.0462,0.177,8.5e-05,0.043,0.789,122.744,-4.8825330000000005,1,0.29183281653701254,-0.1746836266996709,"Popular, Moderate Dance, Positive Vibes"
Patience,67,0.309,0.0405,0.142,1.11e-06,0.118,0.372,175.788,-3.252582,1,0.2792685507041608,0.21576393561560125,"Popular, Moderate Dance, Positive Vibes"
Crazy Mama,61,0.828,0.0418,0.7,0.213,0.0769,0.485,96.178,-1.52877,3,0.1942892167275404,0.3887501344624505,"Acoustic, Neutral, Relaxed"
Baby Don't Hurt Me,49,0.602,0.0308,0.00126,0.000174,0.12,0.228,127.944,-3.09764,0,0.12262779829536696,0.1201888665797318,"Mid-tempo, Less Popular, Melancholic"
Touch Me (Radio Edit),43,0.435,0.107,0.163,0.658,0.0832,0.658,129.017,-6.6557,1,0.041965707285524456,-0.051836579066036614,"Popular, Moderate Dance, Positive Vibes"
You,47,0.695,0.0358,0.0591,0.0,0.0645,0.523,106.067,-3.906685,1,0.11527592308698253,-0.06384487927559035,"Popular, Moderate Dance, Positive Vibes"
I Will Come To You,0,0.43,0.0441,0.0861,9.75e-05,0.116,0.39,139.804,-4.38858,0,-0.3853180142853285,0.054204134664033565,"Mid-tempo, Less Popular, Melancholic"
You Beat Me To The Punch - Stereo Version,0,0.747,0.0459,0.613,0.0,0.198,0.961,113.515,-5.72829,2,-0.3983815236657072,-0.05889928279228629,"Upbeat, Less Popular, Positive"
To Cut a Long Story Short - 2010 Remaster,53,0.577,0.087,0.147,0.802,0.0864,0.86,142.424,-4.565909,1,0.15845866176284729,-0.2174084077407274,"Popular, Moderate Dance, Positive Vibes"
Just So Lonely,8,0.715,0.129,0.49,2.87e-05,0.107,0.895,149.031,-4.792878,2,-0.30657942697959095,-0.0852317022495821,"Upbeat, Less Popular, Positive"
Axel F,0,0.86,0.0407,0.279,0.693,0.0648,0.786,138.045,-3.012147,2,-0.3758054283108665,-0.2049122678290009,"Upbeat, Less Popular, Positive"
Girls Like (feat. Zara Larsson),66,0.916,0.049,0.37,1.18e-05,0.0812,0.538,120.028,-2.738424,1,0.28954140082301016,0.0997416737054968,"Popular, Moderate Dance, Positive Vibes"
She's A Fool,0,0.538,0.0305,0.802,0.0,0.31,0.598,121.096,-4.6057500000000005,3,-0.4470178478744521,0.3746744231761581,"Acoustic, Neutral, Relaxed"
Walking To New Orleans - Remastered,34,0.606,0.0403,0.782,0.0,0.132,0.517,80.829,-3.420736,3,-0.09611568538503401,0.4523211409152562,"Acoustic, Neutral, Relaxed"
Nine in the Afternoon - Single Mix,57,0.405,0.0365,0.0843,0.0,0.207,0.397,155.189,-3.96175,1,0.18871629225711806,0.11875786729095564,"Popular, Moderate Dance, Positive Vibes"
19-2000,66,0.815,0.0536,0.177,7.31e-06,0.16,0.946,89.914,-5.26392,1,0.31830961917874157,-0.2834497210106464,"Popular, Moderate Dance, Positive Vibes"
What Is Truth,31,0.681,0.118,0.383,0.171,0.277,0.628,86.137,-4.83868,2,-0.08241275460016645,0.06010675425554146,"Upbeat, Less Popular, Positive"
Come On Come On,40,0.619,0.026,0.00712,0.0,0.233,0.425,100.002,-2.28336,0,0.03797221244982446,-0.011733100260350793,"Mid-tempo, Less Popular, Melancholic"
All Stars,39,0.564,0.0632,0.00322,3.14e-06,0.346,0.659,133.014,-2.857972,1,0.03267579148465499,-0.1685892897149755,"Popular, Moderate Dance, Positive Vibes"
Wheels,67,0.426,0.0374,0.000495,5.1e-06,0.142,0.557,161.994,-3.729528,1,0.3075423377413564,-0.037445179222584224,"Popular, Moderate Dance, Positive Vibes"
Need You Tonight,72,0.801,0.0689,0.0713,0.154,0.0675,0.883,109.03,-3.604155,1,0.385532578292028,-0.2990680449876751,"Popular, Moderate Dance, Positive Vibes"
Under the Bridge,46,0.717,0.0551,0.0452,0.000464,0.0897,0.728,85.996,-4.372127999999999,1,0.11609274572504058,-0.21634493807914185,"Popular, Moderate Dance, Positive Vibes"
Life Goes On,34,0.558,0.106,0.174,0.0,0.553,0.85,191.964,-3.881411,2,-0.031723197370219,-0.2069117482796204,"Upbeat, Less Popular, Positive"
Every Time You Cry (with Human Nature) - Remastered,42,0.347,0.0427,0.032,0.0,0.146,0.494,199.888,-3.294368,0,0.04392885874476388,0.014603472463725231,"Mid-tempo, Less Popular, Melancholic"
Block Rockin' Beats,42,0.606,0.06,0.0206,0.5,0.179,0.809,109.41,-3.558234,1,0.06348768381473946,-0.27151569212055876,"Popular, Moderate Dance, Positive Vibes"
Beautiful Day,0,0.539,0.0515,0.0161,0.00161,0.17,0.37,136.287,-6.08762,0,-0.3738867108649128,-0.02382131695073081,"Mid-tempo, Less Popular, Melancholic"
Things That Make You Go Hmmm,0,0.808,0.053,0.117,0.000151,0.356,0.97,113.331,-6.947122,2,-0.34738153346489264,-0.4329599934963812,"Upbeat, Less Popular, Positive"
Gold,0,0.711,0.036,0.261,0.0114,0.104,0.638,143.047,-5.754239999999999,2,-0.37674055713661153,-0.08043482494151122,"Upbeat, Less Popular, Positive"
Oh Cecilia (Breaking My Heart),0,0.733,0.036,0.0257,0.0,0.334,0.709,100.017,-4.288708000000001,2,-0.3526098748098083,-0.280350804150672,"Upbeat, Less Popular, Positive"
It's A Hard Rain Gonna Fall,33,0.677,0.0306,0.375,0.000737,0.0797,0.855,85.785,-6.701917000000001,2,-0.04651435101481205,-0.0911081584077102,"Upbeat, Less Popular, Positive"
Dress,0,0.719,0.0533,0.0329,0.0,0.169,0.0851,120.085,-4.123448,0,-0.37636184142235174,0.13903830897776218,"Mid-tempo, Less Popular, Melancholic"
Deal With It (feat. Kelis),51,0.712,0.128,0.141,0.0,0.657,0.49,82.98,-3.642054,1,0.13677811942277474,0.003540653712385211,"Popular, Moderate Dance, Positive Vibes"
Monterey,34,0.487,0.071,0.763,0.0852,0.211,0.643,80.732,-6.541965,3,-0.09916754757809498,0.36583699786399426,"Acoustic, Neutral, Relaxed"
Don't Be Stupid (You Know I Love You),0,0.736,0.0319,0.39,0.0,0.653,0.921,122.002,-3.423308,2,-0.3870739583196999,-0.1769133592136331,"Upbeat, Less Popular, Positive"
Dress You Up,49,0.654,0.0294,0.0324,0.0414,0.0965,0.863,136.194,-6.496175999999999,1,0.1477611394045072,-0.3161046495292265,"Popular, Moderate Dance, Positive Vibes"
Numb,88,0.496,0.0381,0.0046,0.0,0.639,0.243,110.018,-3.584039,1,0.5012844047847727,0.1780214502189754,"Popular, Moderate Dance, Positive Vibes"
Meet Me Halfway,0,0.798,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,-4.313053,0,-0.3588268594029389,-0.11817183577985807,"Mid-tempo, Less Popular, Melancholic"
The Glamorous Life,54,0.759,0.0422,0.0261,0.0341,0.431,0.866,127.522,-9.69705,1,0.1985434564878823,-0.3729728723861248,"Popular, Moderate Dance, Positive Vibes"
22,0,0.662,0.0374,0.00274,0.000844,0.0464,0.674,104.003,-4.792096,2,-0.35021965679040556,-0.2508835518791865,"Upbeat, Less Popular, Positive"
Why Don't You,0,0.774,0.151,0.0695,0.0103,0.0475,0.404,125.116,-4.12679,0,-0.3601482145870796,-0.06636539482136672,"Mid-tempo, Less Popular, Melancholic"
Hips Don't Lie (feat. Wyclef Jean),88,0.778,0.0707,0.284,0.0,0.405,0.758,100.024,-4.855008,1,0.5156239569399301,-0.0557085463599421,"Popular, Moderate Dance, Positive Vibes"
No Milk Today - Mono Version,57,0.659,0.0292,0.31,1.7e-06,0.0745,0.961,133.849,-4.212039,1,0.20648142801948488,-0.16674659097625716,"Popular, Moderate Dance, Positive Vibes"
Freefall,0,0.847,0.07,0.213,1.57e-05,0.134,0.465,118.052,-4.066717,0,-0.3705671149377693,-0.02490554885474705,"Mid-tempo, Less Popular, Melancholic"
Photograph,60,0.617,0.0282,0.0155,0.000199,0.108,0.9,111.136,-8.866344,1,0.2605592569958681,-0.3379433492682568,"Popular, Moderate Dance, Positive Vibes"
Love Story - US Album Version,0,0.618,0.0308,0.157,0.0,0.073,0.307,118.982,-2.897632,0,-0.38395572177382664,0.11817509759356634,"Mid-tempo, Less Popular, Melancholic"
Hallelujah,38,0.424,0.0414,0.0923,1.05e-05,0.2,0.282,124.915,-3.44224,0,-0.0075895940496047976,0.18238781650594338,"Mid-tempo, Less Popular, Melancholic"
You Got It (The Right Stuff),58,0.787,0.0578,0.0126,1.34e-06,0.0671,0.923,111.576,-6.801138,1,0.25300116301391795,-0.3944787237847586,"Popular, Moderate Dance, Positive Vibes"
Set It Off,46,0.691,0.0558,0.0012,0.0,0.166,0.868,123.972,-2.00025,1,0.12339456816961591,-0.32541372991794953,"Popular, Moderate Dance, Positive Vibes"
Jack and Jill,18,0.694,0.0295,0.0853,0.0,0.206,0.386,106.014,-5.34028,0,-0.18972362300844445,2.4978301027378524e-05,"Mid-tempo, Less Popular, Melancholic"
Lost!,35,0.359,0.0412,0.0057,0.837,0.379,0.582,86.951,-5.85808,0,-0.04061785790414918,-0.08852772304434714,"Mid-tempo, Less Popular, Melancholic"
The Trouble With Love Is,39,0.48,0.07,0.0757,9.8e-06,0.0718,0.271,183.821,-3.667245,0,0.009641322536243224,0.1503117808519508,"Mid-tempo, Less Popular, Melancholic"
Surf City - Remastered 1990/Stereo Remix,48,0.469,0.0315,0.595,1.65e-06,0.339,0.942,147.878,-9.001711,3,0.06865192010962201,0.04676462034365414,"Acoustic, Neutral, Relaxed"
Night Changes,91,0.672,0.0353,0.859,0.0,0.115,0.37,120.001,-4.02844,3,0.47082933329427124,0.6361451228649353,"Acoustic, Neutral, Relaxed"
Need You Tonight,55,0.795,0.0841,0.0419,0.575,0.0894,0.785,108.701,-4.54671,1,0.2035135774009036,-0.28869305091258185,"Popular, Moderate Dance, Positive Vibes"
Stayin' Alive,5,0.805,0.0771,0.0515,0.000427,0.98,0.826,106.787,-6.777139,2,-0.3082656509097838,-0.38724328166358696,"Upbeat, Less Popular, Positive"
"Back in Time - featured in ""Men In Black 3""",28,0.727,0.0466,0.00211,1.01e-06,0.165,0.747,127.088,-4.10956,2,-0.062185806764022133,-0.28967363552000575,"Upbeat, Less Popular, Positive"
Leave Me Lonely,0,0.764,0.0505,0.279,0.0,0.175,0.754,131.031,-5.057836,2,-0.37152494837839384,-0.1549453182162795,"Upbeat, Less Popular, Positive"
Twisted - Single Version; 2007 Remaster,37,0.69,0.0355,0.347,0.0,0.269,0.793,87.889,-4.799015,2,-0.008422552742310851,-0.06078457727018133,"Upbeat, Less Popular, Positive"
Body II Body,34,0.87,0.04,0.0358,0.0,0.0355,0.964,120.494,-5.140336,2,0.014791707357114492,-0.44678923567393575,"Upbeat, Less Popular, Positive"
I Love It (& Lil Pump),75,0.901,0.33,0.0114,0.0,0.259,0.329,104.053,-4.334688,1,0.40790198967997493,-0.0185999302834729,"Popular, Moderate Dance, Positive Vibes"
Into You (feat. Tamia),71,0.546,0.0523,0.233,0.0,0.118,0.58,182.12,-4.242668,1,0.3329269408012865,0.06818324903463352,"Popular, Moderate Dance, Positive Vibes"
Outside (feat. Ellie Goulding),84,0.646,0.0394,0.213,0.0,0.322,0.418,128.035,-3.393229,1,0.4618872210938615,0.16051526771663382,"Popular, Moderate Dance, Positive Vibes"
Being With You - Single Version,0,0.636,0.026,0.702,0.0,0.0976,0.566,108.743,-3.83409,3,-0.4281311781810497,0.3107888037214379,"Acoustic, Neutral, Relaxed"
I Wanna Know (feat. Bea Miller),68,0.661,0.0563,0.0253,0.0,0.123,0.605,119.927,-3.522775,1,0.33176080020861476,-0.10986921131232191,"Popular, Moderate Dance, Positive Vibes"
Stop The Cavalry,0,0.7,0.0396,0.338,0.00342,0.0766,0.754,97.216,-3.637248,2,-0.37912533668224546,-0.07737357443878323,"Upbeat, Less Popular, Positive"
Got My Mind Set On You - Extended Version,7,0.797,0.0382,0.426,3.94e-05,0.581,0.874,149.42,-5.884405999999999,2,-0.3171951079927805,-0.15153570867133243,"Upbeat, Less Popular, Positive"
You Ain't Seen Nothing Yet,75,0.475,0.0427,0.000146,0.000277,0.223,0.76,118.392,-6.602121,1,0.398079911020938,-0.18778233268529193,"Popular, Moderate Dance, Positive Vibes"
I Believe,0,0.523,0.0286,0.068,0.108,0.128,0.241,132.459,-3.430709,0,-0.3865727277767732,0.11889479147738724,"Mid-tempo, Less Popular, Melancholic"
The Boy Does Nothing,46,0.57,0.175,0.124,4.76e-05,0.137,0.842,174.053,-3.521104,1,0.1046204238041496,-0.21521829283715183,"Popular, Moderate Dance, Positive Vibes"
Never Be the Same,76,0.637,0.0747,0.181,0.000637,0.137,0.243,129.923,-3.089429,1,0.38064551026055904,0.2507192932867704,"Popular, Moderate Dance, Positive Vibes"
This Is What You Came For,86,0.631,0.0332,0.199,0.119,0.148,0.465,123.962,-2.583549,1,0.48580185642790896,0.13374578845552262,"Popular, Moderate Dance, Positive Vibes"
"Gone, Gone, Gone",5,0.664,0.038,0.129,0.0,0.114,0.501,118.002,-3.826962,0,-0.32067535944923253,-0.04347080527163438,"Mid-tempo, Less Popular, Melancholic"
Taylor,0,0.886,0.0973,0.146,0.0726,0.0938,0.614,86.996,-5.906009999999999,2,-0.35566268714842575,-0.18785839594267967,"Upbeat, Less Popular, Positive"
Boyfriend,0,0.719,0.0641,0.0314,0.0017,0.141,0.276,96.982,-3.246915,0,-0.3674331016544801,0.02255325096064964,"Mid-tempo, Less Popular, Melancholic"
One Kiss (with Dua Lipa),89,0.791,0.11,0.037,2.19e-05,0.0814,0.592,123.994,-2.7928800000000003,1,0.5518783349733256,-0.1054496972671457,"Popular, Moderate Dance, Positive Vibes"
Ignition - Remix,39,0.776,0.0505,0.0597,0.0,0.081,0.83,133.071,-3.862397,2,0.05132674236060519,-0.30496887759719843,"Upbeat, Less Popular, Positive"
500 Miles Away from Home,46,0.519,0.0314,0.659,6.88e-06,0.644,0.521,109.253,-4.90501,3,0.022211528067025255,0.37962502724158526,"Acoustic, Neutral, Relaxed"
Higher Ground - Remastered 2003,72,0.476,0.132,0.0014,0.00729,0.0944,0.416,140.404,-3.432374,1,0.35751440827151715,0.04934773520055452,"Popular, Moderate Dance, Positive Vibes"
Soul Revival,0,0.367,0.105,0.00312,2.41e-05,0.156,0.457,131.934,-4.932444,0,-0.3777782544804358,-0.034278408842282726,"Mid-tempo, Less Popular, Melancholic"
Can't Smile Without You,65,0.419,0.0335,0.494,4.41e-06,0.148,0.476,97.884,-5.127492,3,0.2335259964601777,0.35770434108329796,"Acoustic, Neutral, Relaxed"
I Am Pegasus,34,0.34,0.0342,0.0994,0.0,0.49,0.756,73.336,-4.936691000000001,2,-0.04001125329507432,-0.10936190479395408,"Upbeat, Less Popular, Positive"
Last One Standing,33,0.784,0.0558,0.156,0.0434,0.205,0.858,102.001,-3.78336,2,-0.020607639273220513,-0.26338885853324695,"Upbeat, Less Popular, Positive"
All The Pretty Girls,48,0.708,0.0348,0.415,0.0,0.117,0.618,120.976,-3.442575,1,0.09290265112535245,0.11313026393932224,"Popular, Moderate Dance, Positive Vibes"
Body on Me (feat. Chris Brown),0,0.636,0.041,0.0132,0.0,0.287,0.53,88.999,-4.028076,0,-0.3632614409895318,-0.1380659916075624,"Mid-tempo, Less Popular, Melancholic"
Love Shack,76,0.701,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,-5.449158,1,0.4125141177160849,-0.3152620247216909,"Popular, Moderate Dance, Positive Vibes"
You Got Nothing I Want - 2011 Remastered,43,0.511,0.105,0.000457,0.00545,0.112,0.688,135.616,-2.344705,1,0.07675804330484082,-0.1646991926066827,"Popular, Moderate Dance, Positive Vibes"
Saturday in the Park - 2002 Remaster,70,0.67,0.0341,0.155,0.0,0.0799,0.61,114.398,-5.237232,1,0.33992945444165834,-0.03261015192399963,"Popular, Moderate Dance, Positive Vibes"
The Entertainer - The Sting/Soundtrack Version/Orchestra Version,47,0.615,0.0904,0.873,0.778,0.0887,0.365,156.85,-4.501532,3,0.006392060353342943,0.585098910118335,"Acoustic, Neutral, Relaxed"
Free (feat. Emeli Sand̩ & Nas),38,0.642,0.0851,0.122,0.00789,0.113,0.157,110.003,-5.417312,0,-0.000980834775241135,0.2112959260659209,"Mid-tempo, Less Popular, Melancholic"
Stay With Me,0,0.5,0.0377,0.566,0.000193,0.11,0.176,84.899,-2.73163,3,-0.43812333697604866,0.5256178585051817,"Acoustic, Neutral, Relaxed"
Let You Down,83,0.662,0.121,0.312,0.0,0.179,0.464,147.997,-4.05552,1,0.44838002488832995,0.18204035395188994,"Popular, Moderate Dance, Positive Vibes"
To Be With You,0,0.696,0.0419,0.245,0.0,0.0785,0.487,83.653,-3.054091,0,-0.3806936931928505,0.04269027571669509,"Mid-tempo, Less Popular, Melancholic"
Lost And Running,0,0.54,0.0327,6.5e-05,0.0006,0.57,0.599,120.096,-5.798035,0,-0.37088337383387626,-0.1875264007047665,"Mid-tempo, Less Popular, Melancholic"
Princess of China - Radio Edit,54,0.402,0.0361,0.00171,0.00641,0.191,0.314,85.025,-4.1426,1,0.16369049695354787,0.12817167559472983,"Popular, Moderate Dance, Positive Vibes"
Blame (feat. John Newman),81,0.414,0.0808,0.0287,0.00574,0.343,0.348,128.024,-3.4948460000000003,1,0.4338292745550032,0.1412894519063997,"Popular, Moderate Dance, Positive Vibes"
Black Box,11,0.689,0.0264,0.00288,0.0,0.207,0.47,123.008,-3.8181880000000006,0,-0.24901880318341774,-0.11188129394113605,"Mid-tempo, Less Popular, Melancholic"
Small Bump,39,0.81,0.0717,0.689,0.000151,0.11,0.446,119.973,-5.529788,3,-0.026696847204851604,0.3589025101798756,"Acoustic, Neutral, Relaxed"
Black Superman (Muhammad Ali),26,0.777,0.0321,0.121,4.48e-05,0.0655,0.861,104.981,-6.19905,2,-0.08525779372761688,-0.3063956298065567,"Upbeat, Less Popular, Positive"
Sledgehammer,64,0.671,0.046,0.0057,0.0011,0.0783,0.289,99.98,-3.358194,1,0.2817043056093932,0.08419302769361553,"Popular, Moderate Dance, Positive Vibes"
Rubber Ball - (1990 - Remastered),28,0.406,0.0363,0.768,0.0,0.113,0.837,143.05,-5.03234,3,-0.15419510948731152,0.260387392222212,"Acoustic, Neutral, Relaxed"
Spin,0,0.566,0.0366,0.000335,0.000166,0.409,0.691,135.005,-2.95138,2,-0.3620371240785825,-0.2374968741350138,"Upbeat, Less Popular, Positive"
If You Could Only See,0,0.423,0.0349,0.00211,0.0,0.14,0.565,95.208,-6.478605000000001,0,-0.37065653741245325,-0.12057060597005947,"Mid-tempo, Less Popular, Melancholic"
